(0.5+0j) (-1.4607362292556423-0j) 
 (0.5+0j) (-1.46073622925125-0j) 
 (0.5+0.01j) (-1.4599324525244017-0.039158149494013396j) 
 (0.5+0.02j) (-1.4575250296148816-0.07822153066272389j) 
 (0.5+0.03j) (-1.4535256388033655-0.11709611722092154j) 
 (0.5+0.04j) (-1.44795357647798-0.15568935589556576j) 
 (0.5+0.05j) (-1.4408355406637092-0.1939108678876673j) 
 (0.5+0.06j) (-1.4322053061898956-0.23167312305281168j) 
 (0.5+0.07j) (-1.42210332440569-0.2688920652738557j) 
 (0.5+0.08j) (-1.4105762660649228-0.3054876765548565j) 
 (0.5+0.09j) (-1.3976764874760108-0.3413844879260596j) 
 (0.5+0.1j) (-1.3834614575989364-0.376512018433803j) 
 (0.5+0.11j) (-1.3679931399168297-0.4108051454043057j) 
 (0.5+0.12j) (-1.351337351468434-0.4442043929152016j) 
 (0.5+0.13j) (-1.3335631059464386-0.4766561468837189j) 
 (0.5+0.14j) (-1.3147419479025826-0.5081128085896458j) 
 (0.5+0.15j) (-1.2949473005286185-0.5385328530791718j) 
 (0.5+0.16j) (-1.2742538246922175-0.5678808338141854j) 
 (0.5+0.17j) (-1.2527368026924959-0.5961273332789438j) 
 (0.5+0.18j) (-1.2304715564328221-0.6232488250284116j) 
 (0.5+0.19j) (-1.207532901780819-0.6492275178974899j) 
 (0.5+0.2j) (-1.183994653408291-0.6740511316293807j) 
 (0.5+0.21j) (-1.159929164884626-0.6977126412646939j) 
 (0.5+0.22j) (-1.135406932238479-0.720209997125091j) 
 (0.5+0.23j) (-1.1104962396570155-0.741545807803709j) 
 (0.5+0.24j) (-1.0852628597646719-0.7617270143321202j) 
 (0.5+0.25j) (-1.0597698090266616-0.7807645500783481j) 
 (0.5+0.26j) (-1.0340771441421663-0.7986729866922911j) 
 (0.5+0.27j) (-1.008241814983456-0.8154701942119648j) 
 (0.5+0.28j) (-0.9823175570355639-0.8311769838285681j) 
 (0.5+0.29j) (-0.9563548225091195-0.8458167767757522j) 
 (0.5+0.3j) (-0.9304007543811704-0.859415264752146j) 
 (0.5+0.31j) (-0.9044991965828018-0.872000097386158j) 
 (0.5+0.32j) (-0.8786907230093775-0.8836005731608947j) 
 (0.5+0.33j) (-0.8530127045769802-0.8942473565898634j) 
 (0.5+0.34j) (-0.8274993930755059-0.90397219872411j) 
 (0.5+0.35000000000000003j) (-0.8021820221828888-0.9128076881278182j) 
 (0.5+0.36j) (-0.7770889269313567-0.9207870128629816j) 
 (0.5+0.37j) (-0.7522456730590587-0.9279437408363501j) 
 (0.5+0.38j) (-0.7276751947884019-0.9343116224965431j) 
 (0.5+0.39j) (-0.7033979348898306-0.9399244054856414j) 
 (0.5+0.4j) (-0.6794319989642089-0.944815668833541j) 
 (0.5+0.41000000000000003j) (-0.6557932954866122-0.949018672639662j) 
 (0.5+0.42j) (-0.6324956855541023-0.9525662296087526j) 
 (0.5+0.43j) (-0.6095511250387433-0.9554905823824229j) 
 (0.5+0.44j) (-0.5869698071072006-0.9578233014001448j) 
 (0.5+0.45j) (-0.5647602861182395-0.9595951895244548j) 
 (0.5+0.46j) (-0.5429296205862546-0.960836217541673j) 
 (0.5+0.47000000000000003j) (-0.5214834801158761-0.9615754461516093j) 
 (0.5+0.48j) (-0.5004262646597499-0.961840979154226j) 
 (0.5+0.49j) (-0.4797612086502917-0.9616599204258881j) 
 (0.5+0.5j) (-0.45949048286912725-0.9610583413657071j) 
 (0.5+0.51j) (-0.43961527656754595-0.9600612579084908j) 
 (0.5+0.52j) (-0.4201358882653148-0.958692618089643j) 
 (0.5+0.53j) (-0.40105179854940415-0.9569752928147367j) 
 (0.5+0.54j) (-0.3823617380035458-0.9549310835525381j) 
 (0.5+0.55j) (-0.36406375258358925-0.9525807277661333j) 
 (0.5+0.56j) (-0.3461552593663314-0.9499439156285707j) 
 (0.5+0.5700000000000001j) (-0.3286331023815262-0.9470393111665714j) 
 (0.5+0.58j) (-0.311493595566537-0.9438845800078591j) 
 (0.5+0.59j) (-0.29473257033200206-0.9404964205393557j) 
 (0.5+0.6j) (-0.27834541559579723-0.9368905966854875j) 
 (0.5+0.61j) (-0.2623271174397515-0.9330819813053647j) 
